timestamp,vehicle_count,flow_rate_vph,average_speed_kmh,vehicle_density_vpkm,occupancy_lane_1,occupancy_lane_2,occupancy_lane_3
2025-03-23 16:32:18,11,660.0,133.92492078993354,88.88888888888889,80.23255813953489,98.83720930232558,47.674418604651166
2025-03-23 16:33:18,5,300.0,115.9502990124137,88.88888888888889,91.66666666666666,100.0,68.75
2025-03-23 16:34:19,10,600.0,98.47577901550508,44.44444444444444,96.90721649484536,98.96907216494846,0.0
2025-03-23 16:35:19,3,180.0,100.90078574206672,88.88888888888889,64.58333333333334,100.0,40.625
2025-03-23 16:36:19,8,480.0,127.17703706659212,133.33333333333334,3.125,98.95833333333334,100.0
2025-03-23 16:37:20,5,300.0,117.64757322826928,133.33333333333334,100.0,33.33333333333333,100.0
2025-03-23 16:38:20,15,900.0,111.10313307133038,88.88888888888889,100.0,97.91666666666666,62.5
2025-03-23 16:39:20,4,240.0,95.65161132549336,22.22222222222222,58.415841584158414,77.22772277227723,18.81188118811881
2025-03-23 16:40:21,7,420.0,132.78148600785823,88.88888888888889,74.75728155339806,66.99029126213593,91.2621359223301
2025-03-23 16:41:21,4,240.0,123.73299244283864,111.11111111111111,0.0,100.0,100.0
2025-03-23 16:42:21,6,360.0,128.62944505657669,105.69205356117841,11.140508962348939,31.399553866298145,49.594941541134595
2025-03-23 16:43:21,17,1020.0,106.71180598970732,117.53673415381222,43.30258108130216,42.70079152293553,24.076426359392013
2025-03-23 16:44:21,4,240.0,135.2846365114888,130.17724775286806,80.37556808139897,82.96280388664633,51.12547670816786
2025-03-23 16:45:21,16,960.0,92.93408210758439,87.31447979366644,80.23407283179978,68.47994849153271,65.01189238935481
2025-03-23 16:46:21,15,900.0,87.51759069573306,35.90857288034616,22.235520368045,89.09279461717523,99.51843112165677
2025-03-23 16:47:21,2,120.0,121.39188778255942,74.01093627590195,48.67674553528425,30.500495998267276,76.47723415062624
2025-03-23 16:48:21,14,840.0,132.60743723988938,110.25013694444254,79.81031134151105,33.21423783935952,14.347844800476917
2025-03-23 16:49:21,5,300.0,127.6146329193211,66.55659415753934,13.88149864832019,99.05011945649242,88.79251768786541
2025-03-23 16:50:21,3,180.0,93.30703258397406,101.33029986851103,68.44411287942378,98.40047077930564,95.30977749254355
2025-03-23 16:51:21,1,60.0,116.17818464117104,65.20638572892022,20.351954587766574,33.78183059797545,35.27175035300553
2025-03-23 16:52:21,4,240.0,99.19850448470972,50.3557762047662,87.59021985096467,92.28571201781064,20.31828063487525
2025-03-23 16:53:21,8,480.0,92.57687669779003,81.40344823475209,63.466913688335566,15.026000016917374,87.70860850246376
2025-03-23 16:54:21,16,960.0,83.09194415010596,122.33296502537819,90.31244356409243,29.34690824547098,56.22482196029461
2025-03-23 16:55:21,7,420.0,74.34264856035946,131.75182734868724,33.710928865575255,67.93158606715717,64.98753022763717
2025-03-23 16:56:21,12,720.0,127.2892253120892,31.53483897712427,30.65810808084922,14.49099822147839,12.066506894569429
2025-03-23 16:57:21,12,720.0,87.97851042042609,62.55137183090881,95.66587353574494,64.16422591319598,28.761789826055516
2025-03-23 16:58:21,4,240.0,123.11787975502293,146.59220622821738,13.571911594796493,9.019113688985058,76.7370937191167
2025-03-23 16:59:21,12,720.0,99.71814890496566,41.60695338787579,35.09876146377887,15.086284000846028,67.68081926342741
2025-03-23 17:00:21,3,180.0,113.5154665228615,44.75722386693286,34.456370515745306,48.86149147185556,83.72571422233361
2025-03-23 17:01:21,1,60.0,138.04465329072215,58.17597172426865,96.88057838132438,74.53752546622164,94.79321854594912
2025-03-23 17:02:21,17,1020.0,69.59019972354477,147.39903131673577,7.356261765023831,16.792954002054117,62.80877803074938
2025-03-23 17:03:21,9,540.0,81.95993652651907,107.15625330076442,64.33018342905176,49.33520288196077,33.44091646254914
2025-03-23 17:04:21,6,360.0,91.06080483967877,73.83640416258888,33.713448332310456,51.02383418306206,80.40692934897365
2025-03-23 17:05:21,4,240.0,118.95016123229944,131.47343663312046,97.58037121645538,23.262590060454436,82.8651144957492
2025-03-23 17:06:21,1,60.0,105.13096655145065,144.04306038653584,83.35816638765098,75.4349531381067,34.17570975402611
2025-03-23 17:07:21,15,900.0,84.36240742623285,119.27022060850433,31.701264386386484,20.876154870532726,58.58841122853203
2025-03-23 17:08:21,9,540.0,106.58858661270727,134.84659006139287,69.35909734471673,21.424121786194984,48.15794187714756
2025-03-23 17:09:21,6,360.0,149.61933027274205,124.38198235178989,17.14308037945248,40.96436497285819,20.102519664974672
2025-03-23 17:10:21,7,420.0,71.67246379196041,30.726317381403717,7.994647105660013,60.63783215113225,24.70114214413458
2025-03-23 17:11:21,17,1020.0,113.85419529241416,41.549166946246736,56.100746730206396,25.057152898052347,60.36693154627252
2025-03-23 17:12:21,2,120.0,127.78146052665944,43.56191038693363,39.24975706232712,17.856843832612558,42.907040226617276
2025-03-23 17:13:21,13,780.0,80.69344512551592,127.48495975431527,99.16126286731608,50.02913170599454,8.876609305770987
2025-03-23 17:14:21,3,180.0,107.62966841318433,59.67901388985061,71.91004952194659,37.94079645346646,14.345339854516425
2025-03-23 17:15:21,5,300.0,118.58919900966941,31.29568708451227,65.23582702300162,15.286027851541274,18.423956837000468
2025-03-23 17:16:21,12,720.0,89.80495317033825,100.81385788354224,40.63193918710647,69.60374377014323,16.253301244515484
2025-03-23 17:17:21,15,900.0,96.4436083793794,74.81695631054518,85.89343750065748,28.52771053610693,89.50237543420573
2025-03-23 17:18:21,5,300.0,113.11827763358772,104.79802327110774,26.907476301651513,51.7655227546145,75.14497431689392
2025-03-23 17:19:21,17,1020.0,100.01587336330957,106.22236192574402,72.68091974382257,17.03489347004239,89.187346501044
2025-03-23 17:20:21,6,360.0,107.48371700754363,45.93626246763546,58.26415717267782,18.66674263095526,65.75883916542242
2025-03-23 17:21:21,12,720.0,78.00645359721877,113.59296361835382,2.1830200275652523,9.529608176692006,62.567766842875315
2025-03-23 17:22:21,9,540.0,101.22753601184857,121.81112950546844,90.89300910235578,45.75475267143807,57.92942866892216
2025-03-23 17:23:21,14,840.0,106.32586794758245,57.28361444169695,32.87618486810406,1.8482268665825585,60.263795947758766
2025-03-23 17:24:21,8,480.0,122.44075473606274,48.299265762649455,54.388794286625206,36.63577297280142,65.09767630088106
2025-03-23 17:25:21,4,240.0,132.02728575707667,130.5148995277409,40.761893632518685,86.4778951494371,61.70615703028519
2025-03-23 17:26:21,11,660.0,131.7438065874936,41.88951503522739,25.20654663463999,37.1410625111037,66.7684441020007
2025-03-23 17:27:21,12,720.0,110.99458388895651,116.25555151496646,73.33485337876522,85.42861068523618,33.625978322514705
2025-03-23 17:28:21,14,840.0,88.33086107879146,45.484661287605114,42.910920418887244,70.57352374670558,35.66432527923745
2025-03-23 17:29:21,10,600.0,96.09306259333567,101.95713972596589,62.25931269357373,43.06236062604771,25.457650299403266
2025-03-23 17:30:21,15,900.0,126.50639758189689,138.0470772023666,9.288553673385081,13.332988422490121,39.497360989685916
2025-03-23 17:31:21,18,1080.0,78.5039881711065,47.2684415023604,97.11309700397123,3.4132991063085316,60.98685087384137
2025-03-23 17:32:21,5,300.0,109.87009493843968,127.08178449072875,90.75317159066589,93.3035216089994,15.995110485289043
2025-03-23 17:33:21,18,1080.0,130.45171654679166,120.16308501340906,98.73853735833521,89.96844839728436,97.34120988300391
2025-03-23 17:34:21,4,240.0,89.08344046729788,74.84358303997776,48.51234347770036,62.23470087507222,44.87902342082799
2025-03-23 17:35:21,5,300.0,142.22004930984642,118.95667878584666,12.255190780060932,73.86469873268568,15.628869986543947
2025-03-23 17:36:21,3,180.0,92.24075191803482,55.500661909692354,85.10857714334938,76.78279888567087,71.7961733761755
2025-03-23 17:37:21,7,420.0,108.78490974202765,77.62687046899244,73.50328431738333,68.73231288287234,36.636137957122706
2025-03-23 17:38:21,11,660.0,129.57847738784594,102.47820565957241,55.6784685673534,77.09949394004867,75.77724506891349
2025-03-23 17:39:21,12,720.0,104.11158094031069,84.47227211191333,66.20877681195154,77.71568626352749,69.23584727901476
2025-03-23 17:40:21,15,900.0,114.7428207733332,40.612525757573366,83.48157579503179,12.367166170269616,8.950596344760264
2025-03-23 17:41:21,14,840.0,78.68803328280086,48.16961066584195,33.44015867976039,65.45205215282611,38.48455413269091
2025-03-23 17:42:21,12,720.0,136.43476761151138,110.1359595943266,81.07719375358825,65.19444615196828,14.482322385542258
2025-03-23 17:43:21,18,1080.0,112.42883004654128,32.668883306684464,0.6986561558263382,14.346427477907975,40.286207309699996
2025-03-23 17:44:21,16,960.0,88.03432009714912,134.9020439291917,87.80109750118123,61.69634810231488,23.86012539084955
2025-03-23 17:45:21,17,1020.0,145.56978816243836,49.76180881471351,61.673944340066896,87.62526247569775,82.03495462566585
2025-03-23 17:46:21,9,540.0,146.31613173038767,84.92927142909954,21.010867556499658,33.28235581442842,80.92373951553655
2025-03-23 17:47:21,14,840.0,58.27115324625784,146.0818088484174,48.759517376207874,21.87473468017287,46.08558443365357
2025-03-23 17:48:21,4,240.0,98.6446260752578,117.12891900815372,38.877246174913275,49.4392110965829,22.141290085871557
2025-03-23 17:49:21,6,360.0,120.88405597609875,38.98152132157098,27.318023944523585,46.44304669296847,89.81143374685033
2025-03-23 17:50:21,2,120.0,129.66122104034716,135.99294604620664,39.46953058347822,75.23206225749337,33.220933532621885
2025-03-23 17:51:21,7,420.0,106.00046170157505,30.519367473250778,18.498063254512008,59.05365438682379,9.89810229100765
2025-03-23 17:52:21,12,720.0,95.67599779363971,106.55192775359507,67.44356866535071,80.31382386608962,13.293012974271189
2025-03-23 17:53:21,18,1080.0,114.78507019293583,77.35301611139275,52.85571982356797,29.85509985060738,24.98439885536451
